DAY_OF_WEEK,UNIQUE_STOP_NUMBER,STOP_NAME,ROUTE,ON,OFF,TOTAL,LAT,LONG,StopID,IndividRoute,IndvRtOn,IndvRtOff,NumberOfRoutes,AllRtOn,AllRtOff
WEEKDAY,0088,PRICES CORNER & P-N-R BACK,004 - W 4th Street - Governor Printz Blvd,139,128,267,39.736580,-75.621938,88,4,139,128,2,172.56,161.09
WEEKDAY,0088,PRICES CORNER & P-N-R BACK,018 - Pike Creek Valley - Wilm - Foulk Rd,34,33,66,39.736575,-75.622031,88,18,34,33,2,172.56,161.09
WEEKDAY,0089,LINCOLN ST @ 4TH ST,006 - Kirkwood Highway,31,49,80,39.748643,-75.571871,89,6,31,49,1,31.23,48.53
WEEKDAY,0090,4TH ST @ MONROE ST,004 - W 4th Street - Governor Printz Blvd,106,62,168,39.743362,-75.558726,90,4,106,62,3,183.98,202.73
WEEKDAY,0090,4TH ST @ MONROE ST,005 - Maryland Ave - Christiana Mall,70,134,204,39.743377,-75.558754,90,5,70,134,3,183.98,202.73
WEEKDAY,0090,4TH ST @ MONROE ST,028 - AI Dupont Hospital - Wilmington DMV,8,6,14,39.743380,-75.558703,90,28,8,6,3,183.98,202.73
WEEKDAY,0091,JACKSON ST @ LANCASTER AVE,005 - Maryland Ave - Christiana Mall,27,19,46,39.741967,-75.562351,91,5,27,19,1,27.09,19.24
WEEKDAY,0092,MARYLAND AVE @ BOXWOOD RD,005 - Maryland Ave - Christiana Mall,4,3,7,39.722556,-75.594601,92,5,4,3,1,3.92,2.66
WEEKDAY,0093,DEL RT 4 @ MARSHALL ST,005 - Maryland Ave - Christiana Mall,5,13,19,39.714722,-75.609127,93,5,5,13,1,5.4,13.49
WEEKDAY,0094,DEL RT 7 @ TELEGRAPH RD,005 - Maryland Ave - Christiana Mall,5,14,19,39.711194,-75.650443,94,5,5,14,1,5.38,13.52
WEEKDAY,0095,DELAWARE PARK @ ON SITE,005 - Maryland Ave - Christiana Mall,1,5,6,39.707898,-75.662291,95,5,1,5,1,0.54,5.15
WEEKDAY,0096,CHRISTIANA MALL @ P&R,005 - Maryland Ave - Christiana Mall,114,139,253,39.679946,-75.655848,96,5,114,139,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,015 - New Castle Avenue - Christiana Mall,88,107,195,39.679974,-75.655866,96,15,88,107,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,033 - Christiana Mall - Newark,101,105,206,39.679927,-75.655793,96,33,101,105,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,034 - Newark - Christiana Mall,26,28,54,39.679925,-75.655820,96,34,26,28,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,040 - Glasgow - US Route 40,207,233,439,39.679958,-75.655864,96,40,207,233,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,044 - Delaware City DMV - Christiana Mall,2,1,2,39.679667,-75.654051,96,44,2,1,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,045 - Odessa - Christiana Mall - Wilmington,37,38,75,39.679987,-75.655868,96,45,37,38,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,054 - Fairplay Sta - Christiana Mall - Wilton,74,91,165,39.679932,-75.655796,96,54,74,91,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,055 - Old Baltimore Pike,122,119,241,39.679976,-75.655843,96,55,122,119,10,820.36,906.71
WEEKDAY,0096,CHRISTIANA MALL @ P&R,301 - Intercounty Wilmington - Dover,50,46,96,39.679956,-75.655813,96,301,50,46,10,820.36,906.71
WEEKDAY,0097,DELAWARE PARK @ ON SITE,005 - Maryland Ave - Christiana Mall,128,35,163,39.704245,-75.671386,97,5,128,35,1,127.56,35.45
WEEKDAY,0098,DEL RT7 @ OP TELEGRAPH RD,005 - Maryland Ave - Christiana Mall,11,5,15,39.710857,-75.650508,98,5,11,5,1,10.55,4.79
WEEKDAY,0099,MARKET ST-NWPT @ MARSHALL ST,005 - Maryland Ave - Christiana Mall,28,6,34,39.713830,-75.608600,99,5,28,6,1,27.63,6.27
WEEKDAY,0100,MARYLAND AVE @ BOXWOOD SHOP,005 - Maryland Ave - Christiana Mall,14,12,26,39.723688,-75.592766,100,5,14,12,2,18.53,22.66
WEEKDAY,0100,MARYLAND AVE @ BOXWOOD SHOP,009 - Boxwood Rd - Broom St - Vandever Ave,4,11,15,39.723871,-75.592841,100,9,4,11,2,18.53,22.66
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,010 - Delaware Avenue - University Plaza,3,22,25,39.739802,-75.560691,101,10,3,22,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,033 - Christiana Mall - Newark,7,52,58,39.739845,-75.560659,101,33,7,52,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,040 - Glasgow - US Route 40,12,46,58,39.739842,-75.560676,101,40,12,46,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,042 - Glasgow Express,0,3,3,39.739781,-75.560638,101,42,0,3,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,045 - Odessa - Christiana Mall - Wilmington,1,3,4,39.739734,-75.560644,101,45,1,3,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,054 - Fairplay Sta - Christiana Mall - Wilton,1,1,2,39.739940,-75.560696,101,54,1,1,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,055 - Old Baltimore Pike,0,1,1,39.739757,-75.560683,101,55,0,1,8,27.8,136.45
WEEKDAY,0101,MARYLAND AVE @ OP CHESTNUT S,301 - Intercounty Wilmington - Dover,4,8,12,39.739721,-75.560642,101,301,4,8,8,27.8,136.45
WEEKDAY,0102,FRENCH ST @ 9TH ST,002 - Concord Pike,54,5,59,39.744083,-75.546578,102,2,54,5,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,006 - Kirkwood Highway,54,6,59,39.744073,-75.546576,102,6,54,6,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,010 - Delaware Avenue - University Plaza,9,17,27,39.744063,-75.546634,102,10,9,17,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,016 - Newark Express,0,16,16,39.744077,-75.546562,102,16,0,16,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,018 - Pike Creek Valley - Wilm - Foulk Rd,12,26,38,39.744065,-75.546614,102,18,12,26,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,020 - Lancaster Pike,7,2,9,39.744076,-75.546692,102,20,7,2,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,031 - Market Street - Philadelphia Pike,35,2,37,39.744085,-75.546449,102,31,35,2,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,045 - Odessa - Christiana Mall - Wilmington,0,13,13,39.744055,-75.546645,102,45,0,13,9,177.55,104.37
WEEKDAY,0102,FRENCH ST @ 9TH ST,301 - Intercounty Wilmington - Dover,5,18,23,39.743946,-75.546758,102,301,5,18,9,177.55,104.37
WEEKDAY,0103,UNION ST @ 4TH ST,006 - Kirkwood Highway,29,24,54,39.748847,-75.573317,103,6,29,24,1,29.4,24.41
WEEKDAY,0104,KIRKWOOD HWY @ WESTERN AVE,006 - Kirkwood Highway,2,5,7,39.739007,-75.591719,104,6,2,5,1,2.29,5.02
WEEKDAY,0105,PRICES CORNER @ P-N-R FRONT,006 - Kirkwood Highway,151,138,289,39.736280,-75.621784,105,6,151,138,2,218.01,202.19
WEEKDAY,0105,PRICES CORNER @ P-N-R FRONT,009 - Boxwood Rd - Broom St - Vandever Ave,67,64,131,39.736217,-75.621818,105,9,67,64,2,218.01,202.19
WEEKDAY,0106,KIRKWOOD HWY @ LIMESTONE RD,006 - Kirkwood Highway,8,38,47,39.724626,-75.656852,106,6,8,38,1,8.27,38.45
WEEKDAY,0107,KIRKWOOD HWY @ OP HARMONY RD,006 - Kirkwood Highway,3,7,10,39.701026,-75.699863,107,6,3,7,1,2.7,6.89
WEEKDAY,0109,S MAIN ST @ MUNICIPAL BLDG,016 - Newark Express,3,0,4,39.677123,-75.762997,109,16,3,0,2,18.96,5.47
WEEKDAY,0109,S MAIN ST @ MUNICIPAL BLDG,033 - Christiana Mall - Newark,16,5,21,39.677137,-75.762955,109,33,16,5,2,18.96,5.47
WEEKDAY,0111,KIRKWOOD HWY @ HARMONY RD,006 - Kirkwood Highway,8,3,11,39.701095,-75.699093,111,6,8,3,1,8.27,3.18
WEEKDAY,0112,KIRKWOOD HWY @ LIMESTONE RD,006 - Kirkwood Highway,45,10,56,39.724418,-75.656664,112,6,45,10,1,45.47,10.11
WEEKDAY,0113,KIRKWOOD HWY @ WESTERN AVE,006 - Kirkwood Highway,4,5,9,39.738820,-75.591995,113,6,4,5,1,4.29,4.84
WEEKDAY,0114,9TH ST @ SPRUCE ST,008 - 8th and 9th Streets,1,11,12,39.741435,-75.541564,114,8,1,11,1,1.19,10.81
WEEKDAY,0115,8TH ST @ CLAYTON ST,008 - 8th and 9th Streets,2,43,45,39.750242,-75.565998,115,8,2,43,1,2.16,42.71
WEEKDAY,0118,9TH ST @ CLAYTON ST,008 - 8th and 9th Streets,23,1,24,39.751330,-75.564724,118,8,23,1,1,23.49,0.81
WEEKDAY,0119,9TH ST @ MARKET ST,005 - Maryland Ave - Christiana Mall,359,361,720,39.744673,-75.548581,119,5,359,362,3,413.75,478.3
WEEKDAY,0119,9TH ST @ MARKET ST,008 - 8th and 9th Streets,44,104,148,39.744769,-75.548756,119,8,44,104,3,413.75,478.3
WEEKDAY,0119,9TH ST @ MARKET ST,047 - DuPont Highway - Middletown,11,13,24,39.744579,-75.548505,119,47,11,13,3,413.75,478.3
WEEKDAY,0120,9TH ST @ WALNUT ST,008 - 8th and 9th Streets,5,8,13,39.743471,-75.545399,120,8,5,8,1,5.14,8
WEEKDAY,0122,BOWERS ST @ GANDER HILL PRIS,009 - Boxwood Rd - Broom St - Vandever Ave,32,21,52,39.742854,-75.531424,122,9,32,21,1,31.67,20.5
WEEKDAY,0123,VANDEVER AVE @ CARTER ST,009 - Boxwood Rd - Broom St - Vandever Ave,34,1,36,39.750243,-75.538198,123,9,34,1,1,34.49,1.33
WEEKDAY,0124,BROOM ST @ LINDEN ST,009 - Boxwood Rd - Broom St - Vandever Ave,8,17,25,39.741956,-75.568765,124,9,8,17,1,7.97,17.33
WEEKDAY,0126,BOXWOOD RD @ NEWPORT-GAP PK,009 - Boxwood Rd - Broom St - Vandever Ave,2,8,9,39.725745,-75.617970,126,9,2,8,1,1.79,7.55
WEEKDAY,0128,BROOM ST @ LINDEN ST,009 - Boxwood Rd - Broom St - Vandever Ave,13,3,16,39.741643,-75.568865,128,9,13,3,1,12.63,3.42
WEEKDAY,0129,VANDEVER AVE @ JESSUP ST,009 - Boxwood Rd - Broom St - Vandever Ave,1,22,22,39.750020,-75.537924,129,9,1,22,1,0.64,21.72
WEEKDAY,0131,DELAWARE AVE @ CLAYTON ST,010 - Delaware Avenue - University Plaza,0,13,14,39.756965,-75.561379,131,10,0,13,1,0.27,13.46
WEEKDAY,0132,PENNSYLVANIA AVE @ RISING SU,010 - Delaware Avenue - University Plaza,12,10,22,39.763345,-75.578465,132,10,12,10,3,12.28,11.84
WEEKDAY,0132,PENNSYLVANIA AVE @ RISING SU,020 - Lancaster Pike,0,1,1,39.763086,-75.579397,132,20,0,1,3,12.28,11.84
WEEKDAY,0132,PENNSYLVANIA AVE @ RISING SU,052 - Centreville - Greenville - Kennett Pike,0,1,1,39.763090,-75.579394,132,52,0,1,3,12.28,11.84
WEEKDAY,0137,RISING SUN LN @ 17TH ST,010 - Delaware Avenue - University Plaza,2,1,2,39.765001,-75.578694,137,10,2,1,1,1.66,0.73
WEEKDAY,0138,DELAWARE AVE @ CLAYTON ST,010 - Delaware Avenue - University Plaza,18,0,18,39.757202,-75.561691,138,10,18,0,1,17.57,0.32
WEEKDAY,0139,WASHINGTON ST @ 39TH ST,011 - Washington Street,2,7,9,39.763186,-75.525968,139,11,2,7,1,2.11,7.07
WEEKDAY,0141,MARSH RD @ WASHINGTON ST,011 - Washington Street,3,3,6,39.774463,-75.507636,141,11,3,3,1,2.94,2.86
WEEKDAY,0144,MARSH RD @ OP FORWOOD MANOR,011 - Washington Street,12,17,29,39.807053,-75.499969,144,11,12,17,1,12.02,17.31
WEEKDAY,0145,VEALE RD @ BUCKINGHAM RD,011 - Washington Street,0,1,1,39.804195,-75.493087,145,11,0,1,1,0.48,0.57
WEEKDAY,0146,VEALE RD @ SILVERSIDE RD,011 - Washington Street,4,1,5,39.800576,-75.503083,146,11,4,1,1,4.33,0.85
WEEKDAY,0148,CARR RD @ ROCKWOOD OFF P,011 - Washington Street,0,0,1,39.776489,-75.507179,148,11,0,0,1,0.48,0.47
WEEKDAY,0150,WASHINGTON ST @ MATSON RUN P,011 - Washington Street,10,3,13,39.763711,-75.525210,150,11,10,3,1,10.06,2.84
WEEKDAY,0151,BAYNARD BLVD @ 18TH ST,012 - Baynard Blvd - Riverfront,3,8,11,39.754637,-75.546648,151,12,3,8,1,2.93,8.48
WEEKDAY,0152,MILLER RD SHOP @ DEALS DOLLA,012 - Baynard Blvd - Riverfront,42,49,91,39.766600,-75.533481,152,12,42,49,1,41.93,48.61
WEEKDAY,0153,BAYNARD BLVD @ 18TH ST,012 - Baynard Blvd - Riverfront,13,7,20,39.755133,-75.546419,153,12,13,7,1,12.85,7.28
WEEKDAY,0155,PHILADELPHIA PK @ ARCHMERE A,013 - Philadelphia Pike - DuPont Highway,5,20,25,39.803962,-75.455561,155,13,5,20,2,5.32,23.95
WEEKDAY,0155,PHILADELPHIA PK @ ARCHMERE A,031 - Market Street - Philadelphia Pike,0,4,4,39.803789,-75.455292,155,31,0,4,2,5.32,23.95
WEEKDAY,0156,DARLEY RD @ PEACHTREE RD,013 - Philadelphia Pike - DuPont Highway,1,9,10,39.813041,-75.465759,156,13,1,9,2,3.21,9.71
WEEKDAY,0156,DARLEY RD @ PEACHTREE RD,061 - Naamans Road,3,0,3,39.813066,-75.465676,156,61,3,0,2,3.21,9.71
WEEKDAY,0158,PHILADELPHIA PK @ OP ARCHMER,013 - Philadelphia Pike - DuPont Highway,28,7,35,39.804021,-75.455604,158,13,28,7,2,34.3,8.59
WEEKDAY,0158,PHILADELPHIA PK @ OP ARCHMER,031 - Market Street - Philadelphia Pike,7,1,8,39.803723,-75.455423,158,31,7,1,2,34.3,8.59
WEEKDAY,0160,NEW CASTLE AVE @ ROGERS RD,014 - DHSS Campus - Wilmington - Lea Blvd,2,13,14,39.711952,-75.548476,160,14,2,13,2,8.09,28.24
WEEKDAY,0160,NEW CASTLE AVE @ ROGERS RD,015 - New Castle Avenue - Christiana Mall,6,16,22,39.711946,-75.548304,160,15,6,16,2,8.09,28.24
WEEKDAY,0161,NEW CASTLE AVE @ CHERRY LN,015 - New Castle Avenue - Christiana Mall,6,30,36,39.693024,-75.554800,161,15,6,30,1,5.96,30.38
WEEKDAY,0162,MOORES LN @ MONTPELIER BLVD,015 - New Castle Avenue - Christiana Mall,1,5,5,39.683673,-75.568102,162,15,1,5,1,0.91,4.51
WEEKDAY,0164,6TH ST-NC @ DELAWARE AVE,015 - New Castle Avenue - Christiana Mall,4,12,16,39.661838,-75.567097,164,15,4,12,1,4.39,11.64
WEEKDAY,0165,BASIN RD @ FRENCHTOWN RD,015 - New Castle Avenue - Christiana Mall,5,3,8,39.665348,-75.579672,165,15,5,3,1,4.58,3.2
WEEKDAY,0166,BASIN RD @ CRIPPEN DR,015 - New Castle Avenue - Christiana Mall,16,21,37,39.677254,-75.588108,166,15,16,21,1,15.7,21.45
WEEKDAY,0168,READS WAY @ BLDG ONE,010 - Delaware Avenue - University Plaza,1,8,9,39.688455,-75.609250,168,10,1,8,2,4.77,13.39
WEEKDAY,0168,READS WAY @ BLDG ONE,015 - New Castle Avenue - Christiana Mall,4,5,9,39.688481,-75.609201,168,15,4,5,2,4.77,13.39
WEEKDAY,0170,CHRISTIANA RD @ COMMUNITY PL,010 - Delaware Avenue - University Plaza,9,7,16,39.662744,-75.639933,170,10,9,7,2,28.21,12.94
WEEKDAY,0170,CHRISTIANA RD @ COMMUNITY PL,013 - Philadelphia Pike - DuPont Highway,19,6,25,39.662659,-75.639851,170,13,19,6,2,28.21,12.94
WEEKDAY,0171,READS WAY @ OP ONE READS WAY,010 - Delaware Avenue - University Plaza,8,1,9,39.688504,-75.609121,171,10,8,1,2,12.51,2.46
WEEKDAY,0171,READS WAY @ OP ONE READS WAY,015 - New Castle Avenue - Christiana Mall,5,1,6,39.688499,-75.609122,171,15,5,1,2,12.51,2.46
WEEKDAY,0172,BASIN RD @ COMMONS BLVD,015 - New Castle Avenue - Christiana Mall,12,7,19,39.692737,-75.598461,172,15,12,7,1,12.18,6.65
WEEKDAY,0173,6TH ST-NC @ DELAWARE ST,015 - New Castle Avenue - Christiana Mall,10,4,14,39.661953,-75.566897,173,15,10,4,1,9.77,3.88
WEEKDAY,0174,WILMINGTON RD @ MEGGISSON AV,015 - New Castle Avenue - Christiana Mall,0,0,0,39.674563,-75.561052,174,15,0,0,1,0,0
WEEKDAY,0175,MOORES LANE @ OP MONTPELIER,015 - New Castle Avenue - Christiana Mall,12,4,16,39.684088,-75.567768,175,15,12,4,1,12.47,3.93
WEEKDAY,0176,NEW CASTLE AVE & CHERRY LANE,015 - New Castle Avenue - Christiana Mall,25,6,31,39.692914,-75.554608,176,15,25,6,1,25.15,6.15
WEEKDAY,0177,NEW CASTLE AVE @ OP ROGERS R,014 - DHSS Campus - Wilmington - Lea Blvd,6,1,7,39.712736,-75.547962,177,14,6,1,2,17.08,3.72
WEEKDAY,0177,NEW CASTLE AVE @ OP ROGERS R,015 - New Castle Avenue - Christiana Mall,11,3,14,39.712378,-75.547950,177,15,11,3,2,17.08,3.72
WEEKDAY,0178,I-95 SOUTH @ TRAVEL PLAZA,016 - Newark Express,3,2,4,39.662155,-75.691982,178,16,3,2,2,3.37,2.7
WEEKDAY,0178,I-95 SOUTH @ TRAVEL PLAZA,042 - Glasgow Express,1,1,2,39.662176,-75.691920,178,42,1,1,2,3.37,2.7
WEEKDAY,0179,S COLLEGE AVE @ FRIENDLYS,016 - Newark Express,1,4,5,39.650755,-75.748820,179,16,1,4,3,3.59,4.78
WEEKDAY,0179,S COLLEGE AVE @ FRIENDLYS,046 - Newark - Glasgow,2,1,3,39.650765,-75.748785,179,46,2,1,3,3.59,4.78
WEEKDAY,0179,S COLLEGE AVE @ FRIENDLYS,302 - Intercounty Newark - Dover,0,0,0,39.650743,-75.748786,179,302,0,0,3,3.59,4.78
WEEKDAY,0180,DE 896 @ DE 4 & P-N-R INSIDE,016 - Newark Express,43,44,86,39.657857,-75.750230,180,16,43,44,4,122.93,112.63
WEEKDAY,0180,DE 896 @ DE 4 & P-N-R INSIDE,033 - Christiana Mall - Newark,58,46,104,39.657862,-75.750235,180,33,58,46,4,122.93,112.63
WEEKDAY,0180,DE 896 @ DE 4 & P-N-R INSIDE,046 - Newark - Glasgow,16,17,34,39.657840,-75.750167,180,46,16,17,4,122.93,112.63
WEEKDAY,0180,DE 896 @ DE 4 & P-N-R INSIDE,302 - Intercounty Newark - Dover,6,5,12,39.657850,-75.750164,180,302,7,5,4,122.93,112.63
WEEKDAY,0181,S COLLEGE AVE @ OP NEWARK ST,016 - Newark Express,0,3,3,39.666569,-75.752714,181,16,0,3,3,1.39,9.7
WEEKDAY,0181,S COLLEGE AVE @ OP NEWARK ST,033 - Christiana Mall - Newark,1,6,7,39.666567,-75.752712,181,33,1,6,3,1.39,9.7
WEEKDAY,0181,S COLLEGE AVE @ OP NEWARK ST,046 - Newark - Glasgow,0,1,1,39.666576,-75.752710,181,46,0,1,3,1.39,9.7
WEEKDAY,0183,S MAIN ST @ SHOP CTR,016 - Newark Express,1,4,5,39.677139,-75.762712,183,16,1,4,2,2.39,13.23
WEEKDAY,0183,S MAIN ST @ SHOP CTR,033 - Christiana Mall - Newark,1,10,11,39.677153,-75.762700,183,33,1,10,2,2.39,13.23
WEEKDAY,0188,S COLLEGE AVE @ OP FRIENDLYS,016 - Newark Express,3,0,3,39.650793,-75.749073,188,16,3,0,3,4.53,2.81
WEEKDAY,0188,S COLLEGE AVE @ OP FRIENDLYS,046 - Newark - Glasgow,1,2,3,39.650797,-75.749045,188,46,1,2,3,4.53,2.81
WEEKDAY,0188,S COLLEGE AVE @ OP FRIENDLYS,302 - Intercounty Newark - Dover,1,0,1,39.650770,-75.749002,188,302,1,0,3,4.53,2.81
WEEKDAY,0191,HASTIE DR @ ROGERS RD,014 - DHSS Campus - Wilmington - Lea Blvd,0,3,3,39.714201,-75.551481,191,14,0,3,1,0.29,2.74
WEEKDAY,0193,MEMORIAL DR @ OP LIND AVE,014 - DHSS Campus - Wilmington - Lea Blvd,10,7,17,39.700018,-75.553707,193,14,10,7,1,10.12,7.24
WEEKDAY,0194,DUPONT HWY @ OP MEMORIAL DR,013 - Philadelphia Pike - DuPont Highway,28,29,56,39.709659,-75.564385,194,13,28,29,4,49.6,64.17
WEEKDAY,0194,DUPONT HWY @ OP MEMORIAL DR,014 - DHSS Campus - Wilmington - Lea Blvd,3,14,17,39.709091,-75.564166,194,14,3,14,4,49.6,64.17
WEEKDAY,0194,DUPONT HWY @ OP MEMORIAL DR,025 - Delaware City - DuPont Highway,18,22,40,39.709657,-75.564383,194,25,18,22,4,49.6,64.17
WEEKDAY,0194,DUPONT HWY @ OP MEMORIAL DR,047 - DuPont Highway - Middletown,1,0,1,39.709672,-75.564360,194,47,1,0,4,49.6,64.17
WEEKDAY,0195,DEPT HEALTH & SOCIAL SVCS,014 - DHSS Campus - Wilmington - Lea Blvd,24,21,45,39.699951,-75.574392,195,14,24,21,1,23.83,21.02
WEEKDAY,0196,DUPONT HWY @ MEMORIAL DR,013 - Philadelphia Pike - DuPont Highway,35,30,65,39.709309,-75.564063,196,13,35,30,4,80.19,60.32
WEEKDAY,0196,DUPONT HWY @ MEMORIAL DR,014 - DHSS Campus - Wilmington - Lea Blvd,19,5,24,39.709169,-75.564027,196,14,19,5,4,80.19,60.32
WEEKDAY,0196,DUPONT HWY @ MEMORIAL DR,025 - Delaware City - DuPont Highway,26,23,50,39.709302,-75.564074,196,25,26,23,4,80.19,60.32
WEEKDAY,0196,DUPONT HWY @ MEMORIAL DR,047 - DuPont Highway - Middletown,0,1,1,39.709314,-75.564092,196,47,0,1,4,80.19,60.32
WEEKDAY,0197,MEMORIAL DR @ LIND AVE,014 - DHSS Campus - Wilmington - Lea Blvd,4,7,10,39.699977,-75.553685,197,14,4,7,1,3.54,6.79
WEEKDAY,0199,HASTIE DR @ ROGERS RD,014 - DHSS Campus - Wilmington - Lea Blvd,1,0,1,39.714266,-75.550346,199,14,1,0,1,1.31,0.07
WEEKDAY,0200,UNION ST @ LANCASTER AVE,006 - Kirkwood Highway,31,21,52,39.746720,-75.574774,200,6,31,21,1,30.56,21.19
WEEKDAY,0201,LIMESTONE RD @ OP FAITH BAPT,018 - Pike Creek Valley - Wilm - Foulk Rd,0,13,13,39.737994,-75.685905,201,18,0,13,1,0.2,12.7
WEEKDAY,0203,NEW LINDEN HILL RD @ SKYLINE,018 - Pike Creek Valley - Wilm - Foulk Rd,0,9,9,39.727595,-75.692215,203,18,0,9,1,0.31,8.65
WEEKDAY,0204,POLLY DRUMMOND @ POLLY DRUM,018 - Pike Creek Valley - Wilm - Foulk Rd,35,29,65,39.718290,-75.709123,204,18,35,29,1,35.42,29.48
WEEKDAY,0206,NEW LINDEN HILL RD @ LINDEN,018 - Pike Creek Valley - Wilm - Foulk Rd,6,0,6,39.735545,-75.690050,206,18,6,0,1,5.63,0.33
WEEKDAY,0207,LIMESTONE RD @ FAITH BAPT CH,018 - Pike Creek Valley - Wilm - Foulk Rd,15,1,16,39.737392,-75.685301,207,18,15,1,1,15.36,0.7
WEEKDAY,0208,LINCOLN ST @ LANCASTER AVE,006 - Kirkwood Highway,17,51,68,39.746244,-75.573500,208,6,17,51,1,17.18,51.22
WEEKDAY,0209,PENNSYLVANIA AVE @ WOODLAWN,020 - Lancaster Pike,2,3,5,39.758097,-75.571178,209,20,2,3,2,3.43,4.13
WEEKDAY,0209,PENNSYLVANIA AVE @ WOODLAWN,052 - Centreville - Greenville - Kennett Pike,1,2,3,39.758094,-75.571168,209,52,1,2,2,3.43,4.13
WEEKDAY,0210,LANCASTER PIKE @ HERC RR TRA,020 - Lancaster Pike,0,0,0,39.762696,-75.637513,210,20,0,0,1,0.02,0.32
WEEKDAY,0212,LANCASTER PK @ OP WELLS FARG,020 - Lancaster Pike,0,2,2,39.787368,-75.691184,212,20,0,2,1,0,2.35
WEEKDAY,0213,YORKLYN RD @ LANCASTER PK,020 - Lancaster Pike,7,32,38,39.788118,-75.696419,213,20,7,32,1,6.73,31.63
WEEKDAY,0214,OLD LANCASTER PK @ ERICK,020 - Lancaster Pike,0,0,0,39.785438,-75.692628,214,20,0,0,1,0.29,0.02
WEEKDAY,0215,YORKLYN RD @ LANCASTER PK,020 - Lancaster Pike,27,6,33,39.788141,-75.695975,215,20,27,6,1,27.23,5.52
WEEKDAY,0216,LANCASTER PK @ WELLS FARGO,020 - Lancaster Pike,10,0,10,39.787552,-75.692318,216,20,10,0,1,9.55,0.18
WEEKDAY,0218,LANCASTER PIKE @ HERC RR TRA,020 - Lancaster Pike,1,0,1,39.762502,-75.637231,218,20,1,0,1,0.57,0.03
WEEKDAY,0220,PENNSYLVANIA AVE @ WOODLAWN,020 - Lancaster Pike,1,0,1,39.758196,-75.571561,220,20,1,0,2,1.42,0.62
WEEKDAY,0220,PENNSYLVANIA AVE @ WOODLAWN,052 - Centreville - Greenville - Kennett Pike,1,0,1,39.758152,-75.571487,220,52,1,0,2,1.42,0.62
WEEKDAY,0221,FOULK RD @ SILVERSIDE RD,018 - Pike Creek Valley - Wilm - Foulk Rd,0,5,5,39.808885,-75.514500,221,18,0,5,1,0.16,4.72
WEEKDAY,0222,NAAMANS RD @ CEDAR TREE APTS,018 - Pike Creek Valley - Wilm - Foulk Rd,41,36,78,39.824581,-75.497409,222,18,41,36,2,44.44,42.86
WEEKDAY,0222,NAAMANS RD @ CEDAR TREE APTS,061 - Naamans Road,3,7,10,39.824526,-75.497330,222,61,3,7,2,44.44,42.86
WEEKDAY,0223,FOULK RD @ SILVERSIDE RD,018 - Pike Creek Valley - Wilm - Foulk Rd,5,0,5,39.807601,-75.515837,223,18,5,0,1,4.68,0.2
WEEKDAY,0225,SUNSET BLVD @ ARBYS REST,013 - Philadelphia Pike - DuPont Highway,13,36,49,39.670500,-75.598102,225,13,13,36,2,25.9,59.38
WEEKDAY,0225,SUNSET BLVD @ ARBYS REST,025 - Delaware City - DuPont Highway,13,24,36,39.670510,-75.598092,225,25,13,24,2,25.9,59.38
WEEKDAY,0226,OLD FORGE RD @ OP CHELTON AP,013 - Philadelphia Pike - DuPont Highway,1,5,7,39.652151,-75.625747,226,13,1,5,1,1.19,5.47
WEEKDAY,0227,SUNSET BLVD @ ARBYS REST,013 - Philadelphia Pike - DuPont Highway,31,15,46,39.670428,-75.598103,227,13,31,15,2,57.36,24.84
WEEKDAY,0227,SUNSET BLVD @ ARBYS REST,025 - Delaware City - DuPont Highway,26,10,36,39.670425,-75.598117,227,25,26,10,2,57.36,24.84
