OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
46810,1685,WW11,WASHINGTON ST-NC @ 11TH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,169.0679903,763.2186992,8215.184845,0,0,0,0,878,352,104,18
46811,1685,WW11,WASHINGTON ST-NC @ 11TH ST,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,108.3627546,93.24382761,1003.664193,80,18,2,4,878,352,104,18
46812,1686,WW13,WASHINGTON ST-NC @ 13TH ST,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,445.7108919,5762.349512,62025.16583,170,37,5,9,670,248,67,18
46813,165,BWFR,BASIN RD @ FRENCHTOWN RD,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,634.8005731,5310.627256,57162.88739,248,54,7,13,477,156,34,19
46814,1687,BWST,BASIN RD @ STOCKTON DR,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,711.4709553,7718.554651,83081.49848,293,64,8,15,387,115,21,20
46815,1688,BWFO,BASIN RD @ FORDHAM AVE,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,552.1278758,5594.179266,60215.00361,263,58,7,14,393,121,21,19
46816,1689,BWUN,BASIN RD @ UNIVERSITY AVE,1,1,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,302.9559667,3675.801774,39565.84274,148,32,4,8,425,143,22,15
46817,3668,SLHG,SHIPS LANDING WAY @ OP HIBBERT GROU,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,1221.193817,39131.29073,421204.0231,272,139,39,1,285,143,42,2
46818,3668,SLHG,SHIPS LANDING WAY @ OP HIBBERT GROU,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,651.6338198,12213.1561,131460.7923,4,0,0,0,285,143,42,2
46819,3669,AM5B,ANCHOR MILL ROAD @ OP 5 BELOW INC,1,1,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,627.5631661,16306.05282,175516.1898,288,147,41,1,294,150,43,1
46820,1649,NSCA,WILMINGTON RD @ CASTLE HILLS DR,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,580.3006882,5974.310514,64306.68594,428,256,66,16,843,468,175,29
46821,1652,NSAD,WILMINGTON RD @ ADAIR AVE,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,44.28677843,36.96017943,397.834469,142,72,20,0,812,473,124,26
46822,1737,W107,WASHINGTON ST-NC @ 7TH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,1136.171259,6481.655489,69767.67996,62,6,3,0,644,250,78,10
46823,1738,7NUM,7TH ST-NC @ UMBRELLA ROW,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,419.0046863,1016.711841,10943.75141,76,7,3,0,843,331,107,14
46824,1740,SO06,SOUTH ST @ 6TH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,673.5895313,1907.749498,20534.76255,97,9,4,0,669,248,83,11
46825,1741,6NTR,6TH ST-NC @ TREMONT ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,361.7219653,1261.49872,13578.60489,73,7,3,0,518,175,62,9
46826,173,6NDE,6TH ST-NC @ DELAWARE ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,168.226273,810.5535213,8724.690593,52,5,2,0,385,109,45,7
46827,173,6NDE,6TH ST-NC @ DELAWARE ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,1566.574702,14182.14909,152654.7717,89,1,9,2,385,109,45,7
46828,1743,WN06,WILMINGTON RD @ E 6TH ST,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,641.9703046,6552.794132,70533.40688,286,146,41,1,296,146,42,1
46829,1756,CWIN,CONSTITUTION BLV @ INDEPENDENCE BLV,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,233.3592688,383.5145428,4128.09967,21,11,3,0,713,436,137,44
46830,175,MNMO,MOORES LANE @ OP MONTPELIER BL,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,378.6433859,1140.08494,12271.72308,536,321,83,21,1040,625,197,49
46831,1763,MNMI,MOORES LN @ MIDFIELD AVE S,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,310.5326354,1799.87388,19373.60371,394,236,61,15,1049,615,217,45
46832,1746,NNHA,WILMINGTON RD @ HOLCOMB LN,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,11.27721082,2.409776153,25.93851088,133,68,19,0,801,468,123,26
46833,1748,NNJA,WILMINGTON RD @ JACQUETTE SQ,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,341.79244,4397.490122,47334.00039,576,346,89,22,761,439,130,25
46834,1662,MSMI,MOORES LN @ OP MIDFIELD AVE S,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,234.9655296,1799.712823,19371.87011,361,217,56,14,1036,608,216,45
46849,1754,CWMO,CONSTITUTION BLVD @ MOORES LN,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,130.6934955,795.3813565,8561.379423,510,306,79,20,946,582,168,49
46851,1746,NNHA,WILMINGTON RD @ HOLCOMB LN,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,41.57425711,76.68878242,825.467882,660,396,102,25,801,468,123,26
46857,1753,MWSW,MOORES LN @ OP SWEDES ST,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,159.9140241,908.3494359,9777.352845,138,70,20,0,732,433,121,28
46861,1752,MW14,MOORES LN @ OP 14TH ST,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,276.6551656,2210.503779,23793.56948,212,108,31,1,575,327,90,16
46865,1751,MW12,MOORES LN @ OP 12TH ST,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,60.81661151,118.4481694,1274.960385,278,142,40,1,390,209,57,5
46869,1744,WIBA,WILMINGTON RD @ OP BALDT AVE,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,611.6328317,15879.01088,170919.5669,303,154,44,1,303,154,44,1
46875,1743,WN06,WILMINGTON RD @ E 6TH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,1057.125079,28785.23919,309840.4966,10,0,1,0,296,146,42,1
46878,164,6SDE,6TH ST-NC @ DELAWARE AVE,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,94.52212716,249.3951977,2684.456829,54,5,2,0,424,127,50,7
46882,1678,6STR,6TH ST-NC @ TREMONT ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,27.88237348,36.51923691,393.0882222,426,180,59,8,547,188,67,9
46886,1678,6STR,6TH ST-NC @ TREMONT ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,286.7192396,1990.744891,21428.11396,75,7,3,0,547,188,67,9
46895,1739,7ESO,7TH ST @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,348.9900052,5897.813666,63483.28402,852,361,118,16,934,368,122,16
46902,1684,WW10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,80.88686504,216.3042986,2328.27078,866,367,120,17,962,397,121,18
46907,1735,WE11,WASHINGTON ST-NC @ 11TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,85.55955056,222.0490643,2390.106676,626,265,87,12,796,313,91,17
46909,1735,WE11,WASHINGTON ST-NC @ 11TH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,52.61876892,78.1144672,840.8137639,0,0,0,0,796,313,91,17
46911,1735,WE11,WASHINGTON ST-NC @ 11TH ST,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,124.3949975,493.6251381,5313.315512,98,21,3,5,796,313,91,17
46919,1734,BEFR,BASIN RD @ FRENCHTOWN RD,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,596.3502965,13955.36448,150213.6922,233,51,7,12,461,151,34,18
46923,1733,B1WI,BASIN RD @ WM PENN HS SOUTH,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,709.0753345,20241.5831,217877.7157,275,60,8,14,374,114,22,20
46927,1732,BEWI,BASIN RD @ WM PENN HS NORTH,1,1,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,444.6493019,7393.685281,79584.64767,245,54,7,13,378,120,22,19
46929,1731,BEUN,BASIN RD @ UNIVERSITY AVE,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,232.1851156,2788.189436,30011.70127,116,25,3,6,409,144,22,14
46930,3666,SLTR,SHIPS LANDING WAY @ OP. TIRE RACK,1,1,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,772.3741862,26184.009,281841.1999,303,154,44,1,303,154,44,1
46935,3667,SLEE,SHIPS LANDING WAY AT ESSBAR EQUIPME,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,836.0502243,28762.32247,309593.8241,250,128,36,1,270,138,42,3
46943,1654,NSBR,WILMINGTON RD @ BRYLGON AVE,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,99.48085835,527.500944,5677.950194,258,132,37,1,456,251,68,9
46949,1749,N1BU,WILMINGTON RD @ BUTTONWOOD AVE,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,612.7469752,15374.9581,165494.0097,399,239,62,15,801,444,167,28
46950,1652,NSAD,WILMINGTON RD @ ADAIR AVE,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,34.02352131,32.39756927,348.7231385,666,399,103,26,812,473,124,26
46965,1663,M0CO,MOORES LN @ COLONIAL VILL AP,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,560.3336406,8512.666132,91629.20914,485,291,75,19,1027,616,197,48
46999,3267,MWRM,MOORES LN @ ROGERS MANOR PARK,1,1,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,324.3795919,3934.285826,42348.13079,526,316,82,20,875,530,150,39
47043,164,6SDE,6TH ST-NC @ DELAWARE AVE,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,15.87309614,12.22414398,131.5790644,286,121,40,5,424,127,50,7
47051,1741,6NTR,6TH ST-NC @ TREMONT ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,92.9010019,246.4170489,2652.40043,51,1,5,1,518,175,62,9
47077,1739,7ESO,7TH ST @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,317.8034079,942.3959025,10143.8245,80,7,4,0,934,368,122,16
47092,1738,7NUM,7TH ST-NC @ UMBRELLA ROW,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,91.16435624,121.5151906,1307.973394,754,319,104,14,843,331,107,14
47107,1736,WE10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,52.06200101,50.90628838,547.948536,7,1,0,0,944,389,118,17
47112,1684,WW10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,7.063653365,1.944196471,20.92707294,25,6,1,1,962,397,121,18
47117,1736,WE10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,40.16763251,56.87191969,612.1618001,847,359,117,16,944,389,118,17
47149,1690,BWRO,BASIN RD @ E ROOSEVELT AVE,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,68.28885615,214.4499284,2308.310585,46,10,1,2,447,162,22,10
47165,174,NNMO,WILMINGTON RD @ MEGGISSON AV,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,63.46648376,86.9322187,935.7268715,281,143,40,1,379,202,55,5
47181,1649,NSCA,WILMINGTON RD @ CASTLE HILLS DR,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,331.8963527,1819.321264,19582.93277,42,22,6,0,843,468,175,29
47182,1748,NNJA,WILMINGTON RD @ JACQUETTE SQ,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,331.8963527,1819.321264,19582.93277,88,45,13,0,761,439,130,25
47183,1749,N1BU,WILMINGTON RD @ BUTTONWOOD AVE,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,331.8963527,1819.321264,19582.93277,45,23,6,0,801,444,167,28
47185,1654,NSBR,WILMINGTON RD @ BRYLGON AVE,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,293.2268678,2141.945132,23055.6133,198,119,31,8,456,251,68,9
47191,1753,MWSW,MOORES LN @ OP SWEDES ST,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,38.6785045,65.19618183,701.7630537,425,255,66,16,732,433,121,28
47212,1762,MECO,MONTPELIER BLVD @ COMMONWEALTH BLV,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,206.5445842,1777.809657,19136.10734,398,239,62,15,944,580,179,50
47232,1755,C1MN,CONSTITUTION BLVD @ MONITCELLO BLVD,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,241.0311602,2700.585402,29068.74307,37,19,5,0,786,489,150,44
47261,1755,C1MN,CONSTITUTION BLVD @ MONITCELLO BLVD,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,102.1541805,419.441866,4514.816611,218,131,34,8,786,489,150,44
47309,1741,6NTR,6TH ST-NC @ TREMONT ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,44.58757117,37.45963391,403.2105308,394,167,54,8,518,175,62,9
47323,1679,6SSO,6TH ST-NC @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,60.07122494,58.59406738,630.6987694,554,235,77,11,660,244,82,11
47351,1680,7SSO,7TH ST-NC @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,277.7358222,2286.28058,24609.22092,79,7,4,0,946,373,123,16
47363,1681,7SUM,7TH ST-NC @ UMBRELLA ROW,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,96.61479701,416.2454298,4480.410596,755,320,104,14,844,332,107,14
47395,1684,WW10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,560,New Castle,52,36.96,41.46,9.29,25,12.12,11.91,4.53,0,0,4.57,4.39,21228354.47,47.83899627,94.26206102,1014.624322,7,1,0,0,962,397,121,18
47400,1686,WW13,WASHINGTON ST-NC @ 13TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,32.64511109,41.48269937,446.5142738,427,181,59,8,670,248,67,18
47492,1752,MW14,MOORES LN @ OP 14TH ST,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,267.8422114,1370.835384,14755.49025,317,190,49,12,575,327,90,16
47587,1757,INSH,INDEPENDENCE BLV @ OP SHADWELL CT,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,10.42252509,3.250119495,34.98385516,0,0,0,0,741,439,135,44
47604,1672,MSSW,MOORES LN @ SWEDES ST,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,113.8966021,555.5618935,5979.994532,408,245,63,16,726,431,121,28
47668,1673,MS14,MOORES LN @ 14TH ST,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,205.3983162,1373.585769,14785.09502,293,176,45,11,553,314,85,15
47725,1679,6SSO,6TH ST-NC @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,1144.796015,7480.503072,80519.14286,10,0,1,0,660,244,82,11
47737,173,6NDE,6TH ST-NC @ DELAWARE ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,4.307302571,0.292370689,3.147039312,244,103,34,5,385,109,45,7
47752,1740,SO06,SOUTH ST @ 6TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,46.85108693,72.27645075,777.9741293,565,239,78,11,669,248,83,11
47862,1736,WE10,WASHINGTON ST-NC @ 10TH ST,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,304.1113858,3656.988504,39363.3392,24,5,1,1,944,389,118,17
47976,174,NNMO,WILMINGTON RD @ MEGGISSON AV,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,18.59624626,14.53957341,156.5020396,98,59,15,4,379,202,55,5
48058,3267,MWRM,MOORES LN @ ROGERS MANOR PARK,1,1,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,188.6426343,1433.958504,15434.93914,70,36,10,0,875,530,150,39
48308,1740,SO06,SOUTH ST @ 6TH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,993.9682748,17863.00451,192275.0112,7,0,1,0,669,248,83,11
48320,1739,7ESO,7TH ST @ SOUTH ST,0,0,15,New Castle County,1.0003E+11,580,New Castle,9,36.96,41.46,1.55,58,12.12,11.91,10,13,2.35,4.57,4.39,18394144.75,175.8841109,421.7241952,4539.3833,1,0,0,0,934,368,122,16
48431,1682,W007,WASHINGTON ST-NC @ 7TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,317.4438505,550.1877407,5922.147865,573,243,79,11,673,263,82,11
48446,165,BWFR,BASIN RD @ FRENCHTOWN RD,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,547.6477619,1614.120418,17374.17808,148,63,20,3,477,156,34,19
48458,1734,BEFR,BASIN RD @ FRENCHTOWN RD,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,22.15863523,2.734963379,29.43878304,142,60,20,3,461,151,34,18
48466,1737,W107,WASHINGTON ST-NC @ 7TH ST,0,0,15,New Castle County,1.0003E+11,1259,New Castle,533,36.96,41.46,42.34,174,12.12,11.91,13.82,24,1.94,4.57,4.39,3460430.507,48.07952934,13.46656363,144.9523047,542,229,75,10,644,250,78,10
48488,1730,B1RO,BASIN RD @ OP E ROOSEVLT AVE,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,637.6230164,17620.414,189663.7992,25,6,1,1,433,162,23,10
48555,1761,MELU,MONTPELIER BLVD @ OP LUNENBURG DR,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,278.8089169,321.0421277,3455.65488,196,118,30,8,836,525,164,51
48581,1670,CEMO,CONSTITUTION BLV @ OP MONTICELLO BL,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,6.205029158,1.577283526,16.97767067,158,95,24,6,741,460,142,42
48807,1751,MW12,MOORES LN @ OP 12TH ST,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,80.42092963,60.5924078,652.2086406,112,67,17,4,390,209,57,5
49136,1691,BWBL,BASIN RD @ BLOUNT RD,0,0,15,New Castle County,1.0003E+11,807,New Castle,177,36.96,41.46,21.93,23,12.12,11.91,2.85,42,5.63,4.57,4.39,7581313.574,354.6952072,3706.984395,39901.48834,4,1,0,0,458,171,22,8
49164,1664,MWLU,MONTPELIER BLVD @ LUNENBURG DR,0,0,15,New Castle County,1.0003E+11,1742,New Castle,1045,36.96,41.46,59.99,270,12.12,11.91,15.5,67,4.12,4.57,4.39,7111376.534,545.810932,15499.47553,166834.2987,191,114,30,7,835,523,165,50
49274,1671,C0ME,CONSTITUTION BLV @ MOORES LN,0,0,15,New Castle County,1.0003E+11,1270,New Castle,648,36.96,41.46,51.02,183,12.12,11.91,14.41,4,0.32,4.57,4.39,22964699.36,52.31821999,38.52847581,414.7154033,21,11,3,0,981,601,171,47
